Customer S.No,Age,Gender,Item Purchased,Category,Purchase Amount,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchase,Preferred Payment Method,Frequency of Purchase
1538,51,Male,Dress,Accessories,269.74,Miami,L,Black,Spring,1.5,Inactive,Apple Pay,Free ship,Yes,BEAUTY5,No,PayPal,Bi-Weekly
1539,55,Other,kurta,Clothing,786.94,Denver,S,Grey,Winter,2.3,Inactive,PayPal,Nextday,Yes,BEAUTY5,No,PayPal,Monthly
1540,26,Female,T-Shirt,Electronics,194.74,Denver,M,Black,Spring,1.9,Active,Digital Wallet,Express,Yes,BEAUTY5,No,Credit Card,Monthly
1541,28,Female,sweater,Beauty,256.59,Las Vegas,S,Red,All Seasons,3.2,Active,Credit Card,Standard,No,None,Yes,Google Pay,Bi-Weekly
1542,21,Female,jeans,Accessories,795.57,Seattle,XL,Gray,Summer,3.0,Inactive,Debit Card,Store pickup,No,None,Yes,Credit Card,Quarterly
1543,55,Male,Smartphone,Bags,517.67,Los Angeles,N/A,Green,Winter,2.5,Active,Credit Card,Standard,Yes,TECH10,No,Apple Pay,Weekly
1544,18,Female,jeans,Footwear,471.69,Miami,M,Pink,Summer,2.2,Inactive,PayPal,Free ship,Yes,SPRING15,No,Google Pay,Weekly
1545,32,Male,Handbag,Electronics,372.71,Denver,M,Grey,Winter,1.7,Inactive,PayPal,Store pickup,Yes,SUMMER20,No,Credit Card,Quarterly
1546,35,Female,sunglasses,Bags,895.99,Denver,L,White,Fall,1.6,Active,Apple Pay,Standard,No,None,Yes,Google Pay,Quarterly
1547,59,Other,sunglasses,Accessories,738.47,Boston,L,Grey,All Seasons,3.4,Inactive,Debit Card,Store pickup,No,None,No,Credit Card,Quarterly
1548,30,Other,Running Shoes,Beauty,954.19,Boston,XL,Orange,Spring,1.5,Inactive,Debit Card,Nextday,Yes,BEAUTY5,Yes,Credit Card,Yearly
1549,58,Female,Gaming Console,Accessories,351.89,Miami,N/A,Gray,All Seasons,1.6,Inactive,Credit Card,Express,Yes,SUMMER20,No,Apple Pay,Monthly
1550,58,Male,jeans,Clothing,909.75,Las Vegas,L,White,Winter,1.7,Active,Apple Pay,Nextday,No,None,No,Credit Card,Bi-Weekly
1551,50,Male,Running Shoes,Electronics,488.03,Las Vegas,XL,Red,Fall,2.6,Inactive,Google Pay,Free ship,No,None,No,Debit Card,Yearly
1552,39,Other,Handbag,Electronics,814.64,Boston,S,White,Summer,3.5,Active,PayPal,Store pickup,No,None,No,Google Pay,Quarterly
1553,28,Other,Laptop,Footwear,226.58,Chicago,S,Olive,Winter,3.8,Active,Google Pay,Free ship,No,None,Yes,PayPal,Weekly
1554,53,Other,Gaming Console,Beauty,252.62,Houston,N/A,Purple,Fall,1.1,Inactive,Apple Pay,Nextday,No,None,No,Credit Card,Yearly
1555,18,Other,Dress,Beauty,149.89,San Francisco,N/A,Red,Summer,3.5,Active,PayPal,Express,Yes,None,No,Google Pay,Monthly
1556,50,Other,Laptop,Clothing,304.82,Las Vegas,N/A,Purple,Winter,2.6,Active,PayPal,Free ship,No,None,Yes,Debit Card,Weekly
1557,32,Other,Running Shoes,Electronics,571.25,Denver,M,Pink,All Seasons,2.9,Inactive,Digital Wallet,Free ship,No,None,No,PayPal,Quarterly
1558,40,Other,Running Shoes,Bags,82.84,Miami,L,Red,Spring,3.9,Inactive,Digital Wallet,Standard,No,None,Yes,PayPal,Bi-Weekly
1559,47,Female,Smartphone,Bags,444.02,Los Angeles,XL,Yellow,Summer,2.4,Inactive,PayPal,Nextday,No,None,No,PayPal,Bi-Weekly
1560,59,Female,Perfume,Accessories,214.58,Los Angeles,XL,Yellow,Summer,1.6,Inactive,Google Pay,Standard,Yes,None,No,Google Pay,Bi-Weekly
1561,51,Male,Laptop,Footwear,689.79,Los Angeles,M,Black,All Seasons,2.2,Inactive,Credit Card,Free ship,Yes,TECH10,Yes,Debit Card,Yearly
1562,43,Female,Handbag,Clothing,416.72,Chicago,N/A,Green,Winter,1.5,Active,Credit Card,Express,Yes,TECH10,Yes,Apple Pay,Weekly
1563,40,Female,Backpack,Beauty,492.17,San Francisco,N/A,Yellow,All Seasons,4.8,Active,Apple Pay,Free ship,Yes,SPRING15,No,Google Pay,Quarterly
1564,36,Male,jeans,Bags,262.46,Boston,L,Black,Summer,2.9,Inactive,Google Pay,Free ship,Yes,SUMMER20,Yes,Apple Pay,Bi-Weekly
1565,37,Female,Smartphone,Electronics,314.93,San Francisco,N/A,Gray,Winter,4.1,Inactive,Google Pay,Nextday,No,None,Yes,Apple Pay,Yearly
1566,48,Male,Gaming Console,Electronics,718.11,Las Vegas,M,Grey,Summer,4.7,Inactive,Apple Pay,Express,Yes,TECH10,Yes,Google Pay,Monthly
1567,58,Other,sweater,Bags,883.23,Los Angeles,M,Yellow,Fall,4.5,Active,PayPal,Store pickup,Yes,BEAUTY5,No,Apple Pay,Weekly
1568,40,Male,Backpack,Clothing,790.48,Houston,N/A,Yellow,All Seasons,1.8,Active,PayPal,Nextday,No,None,Yes,Credit Card,Weekly
1569,24,Female,Perfume,Bags,422.59,Houston,M,Gold,Fall,3.4,Inactive,Credit Card,Express,No,None,No,Apple Pay,Quarterly
1570,31,Female,sweater,Beauty,39.5,Chicago,L,Purple,Summer,3.7,Active,Digital Wallet,Express,Yes,TECH10,Yes,Debit Card,Yearly
1571,21,Female,jeans,Footwear,976.98,Miami,N/A,Gray,Summer,4.5,Inactive,Credit Card,Nextday,No,None,Yes,Debit Card,Quarterly
1572,35,Male,kurta,Beauty,980.94,Las Vegas,XL,Olive,Spring,1.8,Inactive,PayPal,Nextday,No,None,No,Google Pay,Quarterly
1573,28,Other,Dress,Accessories,80.3,Houston,N/A,Olive,Summer,4.2,Inactive,Digital Wallet,Nextday,Yes,SPRING15,Yes,Google Pay,Weekly
1574,22,Other,Backpack,Beauty,568.17,Boston,S,Gold,Spring,2.3,Inactive,Debit Card,Express,Yes,None,Yes,PayPal,Weekly
1575,41,Other,sunglasses,Beauty,644.3,Los Angeles,S,Green,All Seasons,2.5,Active,PayPal,Store pickup,No,None,Yes,PayPal,Quarterly
1576,29,Other,Running Shoes,Accessories,225.02,Los Angeles,S,Yellow,Spring,2.9,Inactive,Google Pay,Store pickup,No,None,Yes,Google Pay,Yearly
1577,41,Female,sweater,Electronics,717.74,Denver,N/A,White,Spring,1.6,Active,Credit Card,Nextday,No,None,Yes,Debit Card,Monthly
1578,28,Other,Smartphone,Accessories,307.38,San Francisco,S,Grey,All Seasons,4.2,Active,Digital Wallet,Nextday,Yes,SUMMER20,Yes,Debit Card,Yearly
1579,45,Female,sunglasses,Electronics,11.29,San Francisco,N/A,Olive,Summer,3.3,Inactive,Debit Card,Free ship,Yes,None,No,Apple Pay,Bi-Weekly
1580,30,Other,Handbag,Accessories,170.54,Los Angeles,XL,Gray,All Seasons,4.9,Active,Debit Card,Nextday,No,None,No,Google Pay,Weekly
1581,60,Female,Running Shoes,Beauty,35.21,Houston,S,Purple,Winter,4.9,Active,Google Pay,Store pickup,No,None,No,Debit Card,Weekly
1582,54,Male,Backpack,Clothing,389.75,Boston,L,Pink,Winter,1.4,Inactive,Digital Wallet,Store pickup,No,None,Yes,Debit Card,Quarterly
1583,54,Male,Backpack,Accessories,802.57,Seattle,L,Orange,Winter,4.2,Active,Apple Pay,Nextday,Yes,TECH10,No,Apple Pay,Weekly
1584,46,Other,Handbag,Clothing,667.43,Chicago,L,White,Summer,3.1,Inactive,Digital Wallet,Express,Yes,TECH10,No,PayPal,Yearly
1585,51,Male,Wristwatch,Bags,442.22,Las Vegas,XL,Yellow,Spring,1.4,Active,Google Pay,Express,No,None,No,Google Pay,Monthly
1586,23,Female,sweater,Beauty,828.7,Chicago,S,Purple,Spring,1.3,Active,Debit Card,Store pickup,Yes,BEAUTY5,No,Apple Pay,Monthly
1587,41,Female,T-Shirt,Electronics,891.3,Chicago,XL,Yellow,Fall,2.9,Inactive,Digital Wallet,Express,No,None,Yes,Apple Pay,Monthly
1588,54,Female,sweater,Clothing,562.65,Boston,N/A,Olive,All Seasons,3.4,Inactive,Digital Wallet,Free ship,No,None,Yes,Debit Card,Quarterly
1589,31,Female,Perfume,Electronics,402.0,Los Angeles,L,Yellow,Fall,2.9,Active,Google Pay,Store pickup,No,None,Yes,PayPal,Weekly
1590,27,Other,Perfume,Electronics,141.75,Houston,M,Silver,Summer,1.7,Active,Debit Card,Express,No,None,No,Google Pay,Bi-Weekly
1591,29,Other,Laptop,Accessories,819.51,Chicago,N/A,Red,Spring,1.0,Inactive,Google Pay,Store pickup,Yes,TECH10,Yes,Credit Card,Weekly
1592,37,Other,kurta,Electronics,72.03,Houston,XL,Grey,Fall,4.7,Active,Google Pay,Free ship,Yes,BEAUTY5,Yes,Apple Pay,Monthly
1593,38,Male,Dress,Footwear,284.23,Las Vegas,M,Olive,Spring,4.4,Inactive,Debit Card,Free ship,Yes,SPRING15,Yes,Google Pay,Monthly
1594,60,Other,Wristwatch,Bags,391.85,Los Angeles,XL,Blue,Winter,4.0,Inactive,Google Pay,Standard,No,None,No,Apple Pay,Yearly
1595,36,Male,Running Shoes,Beauty,985.41,Houston,M,Olive,Winter,4.7,Active,Debit Card,Free ship,Yes,SUMMER20,Yes,Debit Card,Bi-Weekly
1596,40,Male,jeans,Accessories,828.97,New York,XL,Green,Winter,2.8,Active,Google Pay,Nextday,Yes,TECH10,Yes,Google Pay,Weekly
1597,34,Male,Dress,Electronics,786.77,Houston,N/A,Red,Summer,2.2,Inactive,Apple Pay,Free ship,Yes,SUMMER20,Yes,Credit Card,Monthly
1598,60,Other,jeans,Beauty,938.94,Seattle,S,Blue,All Seasons,2.5,Inactive,Apple Pay,Express,No,None,No,PayPal,Monthly
1599,44,Male,Dress,Footwear,357.71,Seattle,S,Green,Summer,4.6,Active,Google Pay,Standard,Yes,SPRING15,No,Credit Card,Bi-Weekly
1600,41,Female,Laptop,Footwear,259.54,Chicago,XL,Gray,Summer,4.0,Active,Credit Card,Store pickup,Yes,BEAUTY5,No,Debit Card,Weekly
1601,42,Male,Perfume,Accessories,756.99,Las Vegas,S,Gold,Winter,3.1,Active,PayPal,Standard,Yes,SUMMER20,Yes,Google Pay,Bi-Weekly
1602,28,Female,sunglasses,Footwear,913.21,Seattle,S,Gold,All Seasons,1.0,Active,Debit Card,Store pickup,No,None,No,Apple Pay,Weekly
1603,36,Female,T-Shirt,Bags,307.3,Las Vegas,S,Black,Fall,2.5,Inactive,Apple Pay,Express,No,None,Yes,Google Pay,Weekly
1604,39,Male,Running Shoes,Footwear,656.29,New York,L,Blue,Summer,3.6,Inactive,Digital Wallet,Free ship,Yes,BEAUTY5,Yes,Debit Card,Yearly
1605,53,Male,Smartphone,Accessories,587.43,New York,S,Yellow,Spring,1.9,Active,Digital Wallet,Store pickup,No,None,Yes,Google Pay,Monthly
1606,30,Female,Dress,Beauty,156.03,Boston,N/A,Grey,Summer,4.3,Active,Digital Wallet,Store pickup,No,None,No,Credit Card,Weekly
1607,25,Other,Running Shoes,Electronics,726.68,Los Angeles,S,White,Fall,4.7,Inactive,Debit Card,Express,No,None,No,PayPal,Quarterly
1608,31,Other,Perfume,Electronics,644.0,New York,XL,Red,Spring,4.3,Inactive,Google Pay,Express,Yes,TECH10,Yes,Credit Card,Bi-Weekly
1609,44,Male,kurta,Electronics,223.6,Boston,M,Yellow,Summer,2.3,Active,Debit Card,Standard,No,None,No,Apple Pay,Bi-Weekly
1610,19,Male,Smartphone,Footwear,497.84,New York,S,Blue,Winter,3.3,Inactive,PayPal,Store pickup,No,None,Yes,Credit Card,Yearly
1611,33,Male,sunglasses,Electronics,420.96,Houston,L,White,Fall,1.1,Active,Digital Wallet,Store pickup,No,None,No,Google Pay,Monthly
1612,44,Other,jeans,Clothing,446.04,Houston,N/A,Red,All Seasons,2.3,Active,Digital Wallet,Express,Yes,SPRING15,Yes,Debit Card,Bi-Weekly
1613,41,Female,Handbag,Clothing,298.33,Seattle,XL,Olive,All Seasons,2.0,Active,Apple Pay,Express,No,None,No,Debit Card,Weekly
1614,58,Female,jeans,Accessories,226.69,San Francisco,S,Grey,Fall,2.4,Inactive,Debit Card,Standard,Yes,SPRING15,Yes,Debit Card,Monthly
1615,43,Male,kurta,Bags,744.82,Los Angeles,M,Silver,Summer,2.1,Inactive,PayPal,Nextday,No,None,No,Apple Pay,Bi-Weekly
1616,29,Male,Smartphone,Clothing,779.12,Chicago,L,Silver,Winter,2.4,Inactive,PayPal,Free ship,No,None,No,Debit Card,Bi-Weekly
1617,54,Other,Laptop,Footwear,720.07,Chicago,N/A,Gold,All Seasons,1.9,Active,Digital Wallet,Nextday,No,None,No,PayPal,Quarterly
1618,27,Male,Running Shoes,Clothing,393.5,Denver,N/A,Yellow,Fall,4.4,Active,PayPal,Standard,No,None,No,Apple Pay,Yearly
1619,50,Male,kurta,Bags,83.23,San Francisco,M,Purple,Summer,2.1,Inactive,Apple Pay,Free ship,Yes,BEAUTY5,No,Debit Card,Monthly
1620,52,Other,Running Shoes,Accessories,926.95,Chicago,L,Black,All Seasons,2.5,Active,Google Pay,Store pickup,No,None,No,Apple Pay,Weekly
1621,37,Female,T-Shirt,Clothing,718.87,Las Vegas,S,Purple,Winter,4.1,Inactive,PayPal,Express,No,None,Yes,Google Pay,Yearly
1622,34,Female,Backpack,Accessories,627.16,San Francisco,N/A,Gold,All Seasons,1.0,Active,Google Pay,Store pickup,Yes,None,Yes,Apple Pay,Yearly
1623,51,Male,Wristwatch,Beauty,377.68,Chicago,L,Olive,All Seasons,3.9,Active,Credit Card,Nextday,Yes,None,Yes,PayPal,Quarterly
1624,28,Male,kurta,Clothing,98.37,New York,L,Gold,Winter,2.4,Active,Google Pay,Standard,No,None,Yes,Debit Card,Bi-Weekly
1625,44,Female,T-Shirt,Beauty,356.71,Chicago,L,Purple,All Seasons,1.0,Active,Google Pay,Standard,Yes,None,No,Debit Card,Monthly
1626,60,Female,sunglasses,Accessories,220.21,Boston,N/A,Silver,All Seasons,3.8,Active,Digital Wallet,Store pickup,No,None,No,Apple Pay,Bi-Weekly
1627,60,Female,jeans,Bags,459.6,Los Angeles,M,Gray,All Seasons,2.5,Inactive,Credit Card,Nextday,No,None,No,Debit Card,Weekly
1628,42,Female,sunglasses,Bags,23.43,Houston,L,Silver,Summer,1.7,Active,Apple Pay,Standard,No,None,No,Debit Card,Yearly
1629,42,Male,Handbag,Accessories,550.67,New York,N/A,Silver,Summer,3.7,Inactive,Digital Wallet,Express,No,None,No,Credit Card,Yearly
1630,23,Female,Dress,Accessories,247.27,Denver,XL,Red,Winter,2.4,Inactive,PayPal,Nextday,Yes,BEAUTY5,No,Apple Pay,Yearly
1631,52,Other,jeans,Electronics,579.44,San Francisco,M,Blue,Spring,3.3,Inactive,Digital Wallet,Standard,No,None,No,Debit Card,Monthly
1632,58,Female,sunglasses,Electronics,373.64,Las Vegas,L,Blue,Winter,4.2,Inactive,Digital Wallet,Store pickup,No,None,Yes,PayPal,Monthly
1633,51,Male,Running Shoes,Footwear,116.97,Miami,M,Yellow,All Seasons,1.8,Active,Credit Card,Free ship,No,None,No,Apple Pay,Yearly
1634,59,Female,T-Shirt,Electronics,601.99,Denver,M,White,Spring,4.1,Inactive,Digital Wallet,Store pickup,No,None,No,Credit Card,Monthly
1635,26,Other,Smartphone,Accessories,282.07,Denver,M,White,Summer,1.7,Active,Apple Pay,Standard,No,None,No,Debit Card,Yearly
1636,58,Male,Dress,Clothing,564.69,San Francisco,S,Orange,Winter,2.7,Active,Debit Card,Standard,No,None,Yes,Google Pay,Yearly
1637,55,Other,Dress,Beauty,280.56,Seattle,L,White,All Seasons,3.2,Active,Credit Card,Standard,Yes,SPRING15,No,Apple Pay,Weekly
1638,27,Male,Running Shoes,Footwear,19.78,Denver,S,Purple,Spring,3.3,Active,Apple Pay,Nextday,Yes,TECH10,No,Apple Pay,Bi-Weekly
1639,39,Male,kurta,Beauty,72.49,Boston,XL,Green,Summer,3.1,Inactive,PayPal,Free ship,Yes,SPRING15,Yes,Apple Pay,Bi-Weekly
1640,52,Other,Handbag,Clothing,157.24,Denver,L,Orange,Spring,2.8,Inactive,Credit Card,Nextday,Yes,SUMMER20,No,Apple Pay,Quarterly
1641,57,Male,Running Shoes,Electronics,133.11,Denver,L,Gray,Summer,4.9,Inactive,Apple Pay,Standard,No,None,No,PayPal,Bi-Weekly
1642,46,Female,Dress,Beauty,394.41,Los Angeles,S,Grey,Fall,3.9,Inactive,Apple Pay,Standard,Yes,BEAUTY5,Yes,Credit Card,Yearly
1643,53,Other,sweater,Electronics,325.46,Houston,M,Black,Fall,1.6,Active,Digital Wallet,Nextday,No,None,No,Google Pay,Monthly
1644,31,Other,T-Shirt,Clothing,165.23,Boston,N/A,Grey,Fall,1.6,Active,Digital Wallet,Express,Yes,SUMMER20,No,Apple Pay,Bi-Weekly
1645,60,Other,sweater,Bags,747.33,Houston,S,Olive,Winter,3.7,Inactive,Google Pay,Standard,No,None,No,PayPal,Weekly
1646,44,Other,jeans,Clothing,801.71,Chicago,S,Black,Spring,2.0,Inactive,Google Pay,Express,No,None,Yes,Google Pay,Yearly
1647,23,Male,Dress,Accessories,125.46,San Francisco,XL,Pink,Winter,3.9,Inactive,Digital Wallet,Store pickup,No,None,No,Google Pay,Quarterly
1648,60,Female,sunglasses,Electronics,487.42,Los Angeles,S,Blue,Winter,3.2,Inactive,Credit Card,Nextday,No,None,Yes,Apple Pay,Monthly
1649,22,Female,kurta,Accessories,587.45,Denver,N/A,Grey,Spring,2.5,Inactive,PayPal,Standard,No,None,No,Debit Card,Yearly
1650,58,Male,Perfume,Clothing,517.92,Seattle,N/A,Black,Winter,2.6,Inactive,Apple Pay,Standard,No,None,No,PayPal,Quarterly
1651,54,Other,Running Shoes,Electronics,356.74,Chicago,L,Gold,Winter,2.1,Inactive,Apple Pay,Free ship,Yes,None,No,Apple Pay,Quarterly
1652,35,Female,Running Shoes,Footwear,390.17,Seattle,S,Orange,Summer,2.5,Inactive,PayPal,Nextday,No,None,No,Google Pay,Yearly
1653,42,Male,Wristwatch,Bags,82.21,Houston,XL,Red,Spring,2.0,Active,Google Pay,Nextday,No,None,No,Apple Pay,Bi-Weekly
1654,32,Male,kurta,Clothing,809.43,Chicago,N/A,Grey,Fall,4.7,Inactive,Apple Pay,Nextday,No,None,Yes,Debit Card,Weekly
1655,20,Other,Laptop,Bags,895.91,Las Vegas,L,Blue,Fall,4.3,Active,Credit Card,Express,No,None,Yes,Apple Pay,Monthly
1656,32,Other,Gaming Console,Footwear,526.36,Chicago,L,Gray,Winter,4.3,Inactive,Debit Card,Store pickup,No,None,No,Apple Pay,Yearly
1657,59,Male,Laptop,Bags,811.06,Seattle,M,Silver,Summer,3.2,Inactive,Credit Card,Express,No,None,Yes,PayPal,Yearly
1658,41,Other,Perfume,Clothing,757.1,San Francisco,M,Yellow,Summer,1.3,Inactive,Debit Card,Free ship,No,None,Yes,Credit Card,Bi-Weekly
1659,50,Female,Smartphone,Footwear,234.92,Chicago,N/A,Gray,Winter,3.0,Active,Apple Pay,Express,No,None,Yes,Credit Card,Monthly
1660,32,Other,sweater,Electronics,329.69,Miami,L,Silver,Fall,3.8,Inactive,Digital Wallet,Store pickup,No,None,Yes,Apple Pay,Quarterly
1661,35,Female,Running Shoes,Electronics,780.7,New York,L,Blue,All Seasons,4.1,Inactive,Debit Card,Standard,No,None,No,PayPal,Yearly
1662,30,Female,sweater,Bags,170.33,San Francisco,N/A,Grey,Spring,2.0,Active,Debit Card,Store pickup,Yes,SUMMER20,No,Apple Pay,Bi-Weekly
1663,22,Other,jeans,Clothing,729.19,Miami,N/A,Red,Spring,1.9,Active,Credit Card,Standard,Yes,None,Yes,Apple Pay,Yearly
1664,30,Other,sunglasses,Clothing,824.06,San Francisco,L,Purple,Fall,4.4,Inactive,Google Pay,Express,Yes,BEAUTY5,Yes,Google Pay,Bi-Weekly
1665,29,Other,Laptop,Electronics,560.65,Denver,S,Gold,Spring,4.5,Inactive,Digital Wallet,Free ship,Yes,SUMMER20,Yes,Apple Pay,Yearly
1666,18,Other,T-Shirt,Footwear,964.23,Seattle,L,Red,Summer,3.5,Active,PayPal,Store pickup,No,None,Yes,Debit Card,Yearly
1667,39,Female,T-Shirt,Beauty,37.93,Seattle,S,Gray,Winter,4.5,Inactive,Digital Wallet,Free ship,Yes,SPRING15,Yes,Apple Pay,Bi-Weekly
1668,19,Female,Wristwatch,Bags,122.4,Seattle,M,Red,Fall,3.0,Inactive,Credit Card,Express,Yes,SPRING15,Yes,PayPal,Weekly
1669,22,Other,Gaming Console,Accessories,72.49,Los Angeles,N/A,Gold,All Seasons,3.7,Inactive,PayPal,Free ship,No,None,No,Debit Card,Bi-Weekly
1670,49,Male,Perfume,Footwear,479.48,Denver,XL,Olive,Fall,3.0,Active,Google Pay,Nextday,Yes,BEAUTY5,Yes,Debit Card,Weekly
1671,59,Other,Backpack,Electronics,72.96,Denver,N/A,Grey,Fall,1.9,Inactive,Debit Card,Nextday,No,None,Yes,Apple Pay,Weekly
1672,56,Female,T-Shirt,Accessories,822.44,Houston,S,Gold,Fall,2.5,Inactive,PayPal,Free ship,Yes,None,Yes,PayPal,Weekly
1673,22,Other,Perfume,Beauty,50.63,Boston,N/A,Green,Spring,1.8,Active,Debit Card,Nextday,No,None,No,Apple Pay,Yearly
1674,39,Male,sunglasses,Clothing,381.62,Las Vegas,S,Gold,Spring,2.1,Inactive,PayPal,Free ship,No,None,Yes,Apple Pay,Quarterly
1675,58,Male,Dress,Footwear,522.39,Houston,N/A,Green,Spring,4.6,Active,Google Pay,Free ship,No,None,No,Credit Card,Yearly
1676,25,Female,sweater,Footwear,665.04,Houston,M,Silver,Winter,2.7,Inactive,Debit Card,Free ship,No,None,Yes,Apple Pay,Quarterly
1677,50,Male,Running Shoes,Electronics,286.8,New York,XL,Purple,Fall,3.0,Active,PayPal,Standard,No,None,No,Debit Card,Weekly
1678,18,Female,Perfume,Clothing,399.91,Miami,M,White,Fall,3.8,Active,Debit Card,Nextday,No,None,Yes,Apple Pay,Yearly
1679,37,Male,Smartphone,Accessories,209.83,Houston,L,Orange,Spring,2.6,Inactive,Digital Wallet,Free ship,Yes,SUMMER20,No,PayPal,Yearly
1680,57,Male,Wristwatch,Footwear,45.48,Los Angeles,M,Gray,All Seasons,2.4,Inactive,Apple Pay,Free ship,No,None,Yes,Google Pay,Quarterly
1681,38,Other,Handbag,Footwear,392.1,Chicago,S,Green,Spring,2.2,Inactive,Apple Pay,Store pickup,Yes,SPRING15,Yes,Credit Card,Yearly
1682,51,Female,Laptop,Clothing,463.66,Seattle,N/A,Orange,Winter,2.1,Inactive,Digital Wallet,Express,No,None,Yes,PayPal,Monthly
1683,25,Female,Wristwatch,Clothing,768.58,Denver,S,White,Fall,2.6,Active,Apple Pay,Express,Yes,BEAUTY5,Yes,Apple Pay,Yearly
1684,48,Female,kurta,Bags,64.29,Los Angeles,N/A,Black,All Seasons,3.2,Active,Apple Pay,Standard,Yes,TECH10,Yes,Google Pay,Monthly
1685,52,Female,jeans,Bags,50.5,Seattle,N/A,Black,All Seasons,2.8,Active,Debit Card,Standard,Yes,None,Yes,Credit Card,Monthly
1686,58,Male,Gaming Console,Electronics,576.4,Los Angeles,XL,Grey,Winter,2.9,Active,Google Pay,Free ship,Yes,None,No,PayPal,Weekly
1687,18,Female,Running Shoes,Bags,817.73,San Francisco,XL,Black,Winter,1.2,Active,Digital Wallet,Express,Yes,BEAUTY5,No,PayPal,Yearly
1688,45,Female,kurta,Bags,934.78,Miami,L,Pink,All Seasons,4.4,Inactive,PayPal,Nextday,Yes,TECH10,No,Apple Pay,Monthly
1689,31,Female,Gaming Console,Electronics,150.01,Miami,M,Yellow,Spring,4.4,Active,Digital Wallet,Express,Yes,TECH10,No,PayPal,Yearly
1690,56,Other,sweater,Bags,509.54,Denver,L,Pink,Spring,4.7,Inactive,Apple Pay,Express,No,None,No,Credit Card,Quarterly
1691,24,Female,Perfume,Footwear,692.26,New York,M,Pink,Spring,2.9,Inactive,Apple Pay,Nextday,No,None,Yes,PayPal,Yearly
1692,43,Other,Gaming Console,Bags,77.64,Houston,XL,Silver,All Seasons,3.1,Inactive,Digital Wallet,Store pickup,Yes,None,No,Apple Pay,Quarterly
1693,22,Male,Perfume,Footwear,265.2,Houston,N/A,Black,Fall,1.9,Inactive,PayPal,Free ship,Yes,BEAUTY5,No,Credit Card,Yearly
1694,21,Male,sweater,Accessories,273.03,Chicago,S,Green,Summer,3.6,Active,PayPal,Nextday,No,None,Yes,Google Pay,Bi-Weekly
1695,38,Female,Backpack,Clothing,944.56,Chicago,XL,Olive,Spring,4.9,Inactive,PayPal,Express,Yes,SPRING15,Yes,Debit Card,Weekly
1696,53,Other,Wristwatch,Bags,440.7,Las Vegas,M,Purple,Spring,1.7,Active,Digital Wallet,Standard,Yes,SUMMER20,No,Google Pay,Monthly
1697,44,Female,jeans,Accessories,368.11,New York,XL,Red,All Seasons,1.3,Active,PayPal,Nextday,Yes,None,Yes,Google Pay,Yearly
1698,50,Female,Running Shoes,Footwear,469.38,Houston,L,Orange,Fall,2.3,Inactive,Digital Wallet,Store pickup,Yes,SUMMER20,Yes,Debit Card,Monthly
1699,22,Other,Gaming Console,Footwear,845.58,Las Vegas,S,Olive,Winter,1.8,Active,Debit Card,Free ship,No,None,Yes,Debit Card,Quarterly
1700,18,Other,sunglasses,Footwear,305.31,Chicago,N/A,Gray,Fall,1.8,Inactive,Apple Pay,Express,No,None,Yes,Apple Pay,Bi-Weekly
1701,40,Male,jeans,Bags,507.24,Houston,M,Olive,Summer,2.9,Active,Debit Card,Express,Yes,SPRING15,No,Google Pay,Quarterly
1702,41,Female,Gaming Console,Footwear,95.56,Houston,XL,Silver,Spring,4.3,Inactive,Credit Card,Free ship,No,None,No,PayPal,Weekly
1703,51,Female,kurta,Accessories,598.98,New York,XL,Olive,Winter,4.2,Inactive,Google Pay,Free ship,No,None,Yes,Google Pay,Yearly
1704,32,Male,Handbag,Accessories,733.09,Boston,S,Grey,Fall,3.3,Inactive,Credit Card,Nextday,No,None,No,PayPal,Bi-Weekly
1705,47,Male,Handbag,Electronics,529.58,San Francisco,N/A,Green,All Seasons,1.4,Inactive,PayPal,Standard,Yes,TECH10,Yes,Debit Card,Quarterly
1706,37,Male,kurta,Electronics,45.82,Chicago,M,Blue,Spring,2.3,Inactive,Google Pay,Nextday,Yes,SUMMER20,Yes,Apple Pay,Quarterly
1707,48,Female,jeans,Bags,55.6,Seattle,N/A,Gray,Spring,3.7,Inactive,Debit Card,Express,Yes,BEAUTY5,No,Credit Card,Quarterly
1708,33,Other,T-Shirt,Electronics,465.6,Boston,M,Blue,Spring,2.2,Inactive,PayPal,Standard,No,None,No,Debit Card,Yearly
1709,48,Female,sunglasses,Clothing,221.84,Los Angeles,XL,Purple,Winter,1.4,Inactive,Google Pay,Store pickup,No,None,Yes,Debit Card,Quarterly
1710,27,Other,Gaming Console,Clothing,348.06,Boston,XL,Black,Winter,4.1,Inactive,Debit Card,Standard,Yes,SUMMER20,Yes,Google Pay,Yearly
1711,33,Other,Dress,Clothing,930.11,Boston,S,Orange,Winter,4.1,Active,PayPal,Store pickup,No,None,Yes,Apple Pay,Yearly
1712,59,Female,sweater,Beauty,886.32,Miami,N/A,Pink,Spring,2.7,Inactive,Google Pay,Nextday,Yes,SPRING15,No,Apple Pay,Monthly
1713,36,Other,Handbag,Accessories,48.54,San Francisco,S,Silver,Spring,2.1,Active,Google Pay,Store pickup,No,None,Yes,Apple Pay,Yearly
